pop,family,garden,ssp,year,julian,long,lat,elev,mat,map,gsp,mtcm,mmin,mtwm,mmax,sday,fday,ffp,dd5,gsdd5,d100,dd0,mmindd0,smrpb,smrsprpb,sprp,smrp,winp
COT1,COT-1-2,Eph,t,y11,264,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-3,Eph,t,y11,271,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-4,Eph,t,y11,271,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-5,Eph,t,y11,264,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-6,Eph,t,y11,273,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-7,Eph,t,y11,271,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-8,Eph,t,y11,264,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-9,Eph,t,y11,264,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-1,Maj,t,y11,269,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-2,Maj,t,y11,275,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-3,Maj,t,y11,269,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-4,Maj,t,y11,272,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-5,Maj,t,y11,263,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-6,Maj,t,y11,271,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-7,Maj,t,y11,276,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-8,Maj,t,y11,270,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-9,Maj,t,y11,270,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-1,Orch,t,y11,291,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-10,Orch,t,y11,297,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-2,Orch,t,y11,300,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-3,Orch,t,y11,283,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-5,Orch,t,y11,283,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-6,Orch,t,y11,289,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-7,Orch,t,y11,286,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-8,Orch,t,y11,286,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COT1,COT-1-9,Orch,t,y11,286,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-1,Eph,w,y11,265,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-3,Eph,w,y11,257,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-4,Eph,w,y11,270,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-5,Eph,w,y11,269,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-6,Eph,w,y11,264,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-7,Eph,w,y11,272,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-8,Eph,w,y11,264,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-9,Eph,w,y11,256,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-1,Maj,w,y11,272,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-10,Maj,w,y11,268,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-2,Maj,w,y11,265,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-3,Maj,w,y11,265,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-4,Maj,w,y11,268,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-5,Maj,w,y11,270,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-6,Maj,w,y11,262,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-7,Maj,w,y11,269,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-8,Maj,w,y11,258,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-9,Maj,w,y11,261,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-1,Orch,w,y11,283,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-10,Orch,w,y11,291,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-2,Orch,w,y11,286,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-3,Orch,w,y11,289,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-4,Orch,w,y11,283,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-5,Orch,w,y11,285,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-6,Orch,w,y11,293,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-8,Orch,w,y11,279,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW1,COW-1-9,Orch,w,y11,280,-107.81,39.6127,1790,7.4,399,199,-6.1,-14,20.6,30.9,155,260,105,2031,1414,117,590,1812,1.05,0.96,69,66,127
COW2,COW-2-1,Eph,w,y11,254,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-2,Eph,w,y11,254,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-3,Eph,w,y11,264,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-4,Eph,w,y11,256,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-4,Eph,w,y11,256,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-5,Eph,w,y11,256,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-6,Eph,w,y11,269,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-7,Eph,w,y11,263,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-9,Eph,w,y11,264,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-1,Maj,w,y11,261,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-10,Maj,w,y11,254,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-2,Maj,w,y11,253,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-3,Maj,w,y11,262,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-4,Maj,w,y11,254,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-5,Maj,w,y11,254,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-6,Maj,w,y11,265,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-7,Maj,w,y11,254,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-8,Maj,w,y11,254,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-9,Maj,w,y11,259,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-1,Orch,w,y11,276,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-10,Orch,w,y11,283,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-2,Orch,w,y11,272,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-3,Orch,w,y11,276,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-4,Orch,w,y11,269,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
COW2,COW-2-7,Orch,w,y11,280,-108.4555,40.1813,1788,7.1,343,173,-7.3,-15.9,21.5,31.2,152,258,107,2087,1514,118,738,2114,0.97,0.81,62,50,117
IDT1,IDT-1-1,Eph,t,y11,269,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-10,Eph,t,y11,271,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-2,Eph,t,y11,264,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-4,Eph,t,y11,268,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-6,Eph,t,y11,263,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-7,Eph,t,y11,273,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-9,Eph,t,y11,261,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-1,Maj,t,y11,279,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-2,Maj,t,y11,271,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-3,Maj,t,y11,254,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-4,Maj,t,y11,278,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-5,Maj,t,y11,261,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-6,Maj,t,y11,263,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-7,Maj,t,y11,275,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-8,Maj,t,y11,267,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-1,Orch,t,y11,273,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-10,Orch,t,y11,276,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-2,Orch,t,y11,291,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-3,Orch,t,y11,272,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-4,Orch,t,y11,272,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-5,Orch,t,y11,276,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-6,Orch,t,y11,282,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-7,Orch,t,y11,269,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-8,Orch,t,y11,276,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT1,IDT-1-9,Orch,t,y11,276,-115.6569,43.0962,949,10.2,281,102,-1.9,-6.8,23.1,33.3,130,274,144,2571,2069,96,278,941,0.57,0.48,42,20,136
IDT2,IDT-2-1,Eph,t,y11,269,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-10,Eph,t,y11,261,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-2,Eph,t,y11,266,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-3,Eph,t,y11,264,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-4,Eph,t,y11,274,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-5,Eph,t,y11,262,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-6,Eph,t,y11,264,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-7,Eph,t,y11,261,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-8,Eph,t,y11,266,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-9,Eph,t,y11,256,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-10,Maj,t,y11,267,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-2,Maj,t,y11,289,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-4,Maj,t,y11,272,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-5,Maj,t,y11,261,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-6,Maj,t,y11,263,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-8,Maj,t,y11,262,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-1,Orch,t,y11,282,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-10,Orch,t,y11,276,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-2,Orch,t,y11,279,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-3,Orch,t,y11,276,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-4,Orch,t,y11,279,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-5,Orch,t,y11,276,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-6,Orch,t,y11,276,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-7,Orch,t,y11,272,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-8,Orch,t,y11,272,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT2,IDT-2-9,Orch,t,y11,286,-116.0081,43.3371,939,10.4,324,121,-1.6,-6.1,23.4,32.7,125,283,158,2633,2207,95,256,812,0.51,0.38,56,21,150
IDT3,IDT-3-1,Eph,t,y11,256,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-10,Eph,t,y11,256,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-2,Eph,t,y11,257,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-3,Eph,t,y11,264,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-4,Eph,t,y11,270,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-5,Eph,t,y11,277,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-6,Eph,t,y11,256,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-7,Eph,t,y11,270,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-1,Maj,t,y11,271,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-10,Maj,t,y11,265,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-2,Maj,t,y11,281,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-3,Maj,t,y11,265,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-6,Maj,t,y11,267,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-8,Maj,t,y11,269,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-9,Maj,t,y11,254,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-1,Orch,t,y11,276,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-10,Orch,t,y11,276,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
IDT3,IDT-3-2,Orch,t,y11,276,-116.9641,43.3366,1358,7.7,362,149,-3.1,-8.2,19.8,29.7,157,258,102,1916,1294,114,398,1249,0.48,0.43,68,29,151
